title,url,published_at,video_id
(Mobile) Chaotic Hell by MrSaTurNuZ [Medium Demon],https://youtu.be/4_Hg1_UHvQ4,2018-09-16T12:51:54Z,4_Hg1_UHvQ4
Forgotten Level… || Ultimate Destruction by xQuadrant + 3 coins,https://youtu.be/96GmdeZdVcs,2018-08-18T10:35:34Z,96GmdeZdVcs
GEOMETRY DASH LEVEL REQUESTS!,https://youtu.be/MLl-WznmUqE,2018-08-05T13:22:25Z,MLl-WznmUqE
GEOMETRY DASH LEVEL REQUESTS!,https://youtu.be/UAqG5XU79Sw,2018-08-05T11:56:40Z,UAqG5XU79Sw
(Mobile) Supersonic 35-63% [Hard demon progress],https://youtu.be/YBEP_6EJppI,2018-07-27T10:30:39Z,YBEP_6EJppI
RAP Challenge #7,https://youtu.be/t0XJ3Al-VJY,2018-07-25T04:48:57Z,t0XJ3Al-VJY
Viprin is gay,https://youtu.be/klStGDe2szc,2018-07-22T19:39:39Z,klStGDe2szc
(On mobile) Plasma Pulse Finale 9% [Extreme demon progress],https://youtu.be/Gj3Xy1wlGEU,2018-07-07T11:44:09Z,Gj3Xy1wlGEU
Crazy by - [Easy demon],https://youtu.be/MOcTAWcYo0U,2018-07-02T17:25:10Z,MOcTAWcYo0U
Dorabaedifficult4 by DORABAE [Easy demon],https://youtu.be/nOTX6Tlfkxc,2018-07-02T13:08:31Z,nOTX6Tlfkxc
Wrandering by Experience D [Easy demon],https://youtu.be/VjbYBW-Lgzg,2018-07-01T16:39:54Z,VjbYBW-Lgzg
Noobaman Adventures by Noobas [Easy demon],https://youtu.be/I4oGv-Q9hbk,2018-06-27T09:51:59Z,I4oGv-Q9hbk
Endorphin Rush by TamaN & ASonicMan + 3 coins [Easy demon],https://youtu.be/o-wY8X7sTPs,2018-06-25T17:49:45Z,o-wY8X7sTPs
Trump Circles by Rlol & others [Easy demon],https://youtu.be/bC94L_2N-5o,2018-06-24T13:47:27Z,bC94L_2N-5o
Butterfly Effect by Linco [Easy demon],https://youtu.be/qGXxBjh0Qpc,2018-06-21T19:03:14Z,qGXxBjh0Qpc
RAP Challenge #7,https://youtu.be/e5AsHiZTzpc,2018-06-16T12:31:21Z,e5AsHiZTzpc
Adust by F3lixsram + 3 coins [Easy demon],https://youtu.be/t_vfDBEcoFo,2018-06-11T07:05:57Z,t_vfDBEcoFo
RAP Challenge #6 (by me),https://youtu.be/ggcYcZzDLkc,2018-06-09T06:01:41Z,ggcYcZzDLkc
Baldi’s Basics in Education and Learning v1.3.2 MOBILE [Full gameplay],https://youtu.be/EC3hsFAXO2U,2018-06-08T06:58:43Z,EC3hsFAXO2U
Cataclysm 1 by Experience D [Easy demon],https://youtu.be/YxQZ0Fkt--0,2018-06-06T09:45:39Z,YxQZ0Fkt--0
HeLL by Serponge + 3 coins [Medium demon],https://youtu.be/pgKuknd61A0,2018-06-02T03:52:57Z,pgKuknd61A0
GEOMETRY DASH REQUESTS!,https://youtu.be/2JC9VfU2QYU,2018-05-31T13:33:24Z,2JC9VfU2QYU
Mobile Corridor by lGammal,https://youtu.be/eRuvbYoDWFA,2018-05-27T12:05:57Z,eRuvbYoDWFA
RAP Challenge #4,https://youtu.be/lJUIzDxyfh8,2018-05-26T12:22:22Z,lJUIzDxyfh8
RAP Challenge #3,https://youtu.be/3HLS6YUoVwk,2018-05-26T11:10:27Z,3HLS6YUoVwk
RAP Challenge #2,https://youtu.be/p1zHffXjopQ,2018-05-26T07:20:54Z,p1zHffXjopQ
Invisible Light by Nacho21 + 3 coins [Medium demon],https://youtu.be/Y_PHtarcHi4,2018-05-23T14:15:40Z,Y_PHtarcHi4
RAP Challenge #1,https://youtu.be/p1ZJmAn4KSQ,2018-05-23T00:05:07Z,p1ZJmAn4KSQ
(On mobile) ICE Carbon Diablo X 25-56% [Extreme demon progress],https://youtu.be/IBP4C1oSa2Y,2018-05-20T08:07:56Z,IBP4C1oSa2Y
КЛАН В ГД — RUSSIAN ADVANCED PLAYERS [RAP],https://youtu.be/lEV_33mH35Q,2018-05-17T14:05:38Z,lEV_33mH35Q
"NOCLIP DEMON, LOL | Defiance by LDrake + 3 coins [Free demon]",https://youtu.be/6IpqqM2kcrw,2018-05-16T12:59:35Z,6IpqqM2kcrw
ANOTHER FREE DEMON | JolTwave by LDrake + 3 coins [Easy demon],https://youtu.be/j2kTP4njiDw,2018-05-15T04:13:25Z,j2kTP4njiDw
"ALMOST AUTO, LOL | Ante Meridiem by LDrake [Easy demon]",https://youtu.be/AuyhmBSbIW4,2018-05-14T11:58:34Z,AuyhmBSbIW4
(Rebeat) Demon Forest 100% [Easy demon],https://youtu.be/zYBeBcyFBq0,2018-05-08T14:54:38Z,zYBeBcyFBq0
(Rebeat) Seeker Of Demon 100% [Easy demon],https://youtu.be/NKigtbO9Df4,2018-05-07T00:50:00Z,NKigtbO9Df4
(Rebeat) Insomnia by Glittershroom43 [Easy demon],https://youtu.be/iIUyZfSzvBQ,2018-05-06T23:57:36Z,iIUyZfSzvBQ
Demon Step by Elemelon [Easy demon],https://youtu.be/vR_Q7EzZlzE,2018-05-06T13:10:21Z,vR_Q7EzZlzE
Space Club by DOmeR [Easy demon],https://youtu.be/HqtqhPXfFtQ,2018-05-06T12:52:18Z,HqtqhPXfFtQ
(Secret way) WeoTheory by WazE [Medium demon],https://youtu.be/o8Ad9-T4pE4,2018-05-06T12:42:41Z,o8Ad9-T4pE4
Piccadilly Circus by AirForce [Easy demon],https://youtu.be/ST6BDgUUYWU,2018-05-03T06:19:11Z,ST6BDgUUYWU
Dear Nostalgists by TriAxis + 3 coins [Easy demon],https://youtu.be/EYXQDqQEuUI,2018-04-22T08:21:42Z,EYXQDqQEuUI
(50 SUBS SPECIAL!) BACK ON TRACK! [IMPOSSIBLE DEMON] (watch till the end),https://youtu.be/SjF-CVWUCfA,2018-04-11T14:14:26Z,SjF-CVWUCfA
Space Circles by SUOMI + 3 coins [Easy demon],https://youtu.be/viPTeiXhgTU,2018-04-07T11:08:10Z,viPTeiXhgTU
High Life by Migueword + 3 coins [Insane],https://youtu.be/LJcQJnJqCfg,2018-04-06T13:18:12Z,LJcQJnJqCfg
(On mobile) Bloodbath 11% [Extreme demon],https://youtu.be/XIYNIB-Ee_g,2018-04-02T00:17:26Z,XIYNIB-Ee_g
(On mobile) Bloodbath 33-43% [Extreme demon progress],https://youtu.be/FldJWLiyxPM,2018-04-01T23:23:11Z,FldJWLiyxPM
Geometry Dash World All levels 1-10,https://youtu.be/YHM4Zn-EQTg,2018-03-31T08:52:50Z,YHM4Zn-EQTg
(Update) Project by xVOVANATORx (me) & others [Easy demon?],https://youtu.be/32DMQ-NpT2Y,2018-03-29T11:13:20Z,32DMQ-NpT2Y
Theory of SkriLLex by Noobas [Medium demon],https://youtu.be/aTaTBNj9_AM,2018-03-26T09:05:43Z,aTaTBNj9_AM
Twinkling World by Gelt [Easy demon],https://youtu.be/YYz67tteSv4,2018-03-25T04:42:44Z,YYz67tteSv4
Knife HiT by Vertuoz + 1 coin [Hard],https://youtu.be/NmokqC_JUKY,2018-03-18T14:04:13Z,NmokqC_JUKY
(For Olymp Dash) Chrome Clutter by Nicki1202 + 3 coins [Easy demon],https://youtu.be/ZSO4le-ab2I,2018-03-11T08:48:25Z,ZSO4le-ab2I
(For Olymp Dash) Spectral Velocity by QuantumFlux + 3 coins [Insane],https://youtu.be/8WZ-BMlE2Fg,2018-03-09T14:22:02Z,8WZ-BMlE2Fg
[PATCHED] Terror Factory by blindcreatorAF [Secret way demon],https://youtu.be/6vTCl9JSlE8,2018-03-08T14:04:08Z,6vTCl9JSlE8
Requiem by FunnyGame [Easy demon],https://youtu.be/jbAeKFqX2qM,2018-03-04T03:01:05Z,jbAeKFqX2qM
(On mobile) ICE Carbon Diablo X 27% [Extreme demon],https://youtu.be/C5wtBQuWbRs,2018-03-03T15:54:28Z,C5wtBQuWbRs
Clubdrop by TheRealDarnoc [Easy demon],https://youtu.be/Dnl6kGdr6FY,2018-03-03T14:22:55Z,Dnl6kGdr6FY
Way of the Darkness by IIINeptuneIII [Medium demon],https://youtu.be/y4C1FGonTbc,2018-03-03T13:34:37Z,y4C1FGonTbc
My new layout is done!,https://youtu.be/dF2qfmayG4M,2018-03-03T05:53:55Z,dF2qfmayG4M
Apocalypse Eve by MasK463 [Easy demon],https://youtu.be/WCQdW2TR3Xc,2018-02-25T14:26:36Z,WCQdW2TR3Xc
URD Challenge 100% (for URD clan),https://youtu.be/mFlUbBLPOAs,2018-02-24T07:22:33Z,mFlUbBLPOAs
ToE 2 v2 by polarmanzues [Easy demon],https://youtu.be/VloZ-qtnvNM,2018-02-21T12:45:17Z,VloZ-qtnvNM
Vibration by Shady & others [Easy demon],https://youtu.be/LxNzX9mUj1A,2018-02-08T03:35:58Z,LxNzX9mUj1A
Mechanical Showdown by Tongii + 3 coins [Medium demon],https://youtu.be/F5IIWbIq0Nk,2018-02-05T01:07:18Z,F5IIWbIq0Nk
(On mobile) Bloodbath 53%-71% [Extreme demon progress],https://youtu.be/0Fu7Fdas6OA,2018-01-22T11:40:31Z,0Fu7Fdas6OA
Radioactive Demon By MrCheeseTigrr [Easy demon],https://youtu.be/q3ww4cCVhaQ,2018-01-21T04:12:44Z,q3ww4cCVhaQ
Beautiful Chaos 100% [Medium demon],https://youtu.be/lEMbJJrmdZs,2018-01-19T04:30:24Z,lEMbJJrmdZs
(On mobile) Poltergeist 58%-100% [Insane demon progress],https://youtu.be/oCMcvfGcIgw,2018-01-12T01:16:37Z,oCMcvfGcIgw
Cubes Story Darkness by Yury [Hard],https://youtu.be/l7oeI1StFoA,2018-01-06T04:24:18Z,l7oeI1StFoA
Stereo by PotatoBaby [Easy demon],https://youtu.be/B16nu9Voq7A,2018-01-03T08:07:57Z,B16nu9Voq7A
(On mobile!) Sf Extreme Plus by Sonorkbeast [One of the hardest ship challenges],https://youtu.be/6U8oj8a1YdE,2017-12-28T12:37:44Z,6U8oj8a1YdE
Bad level…,https://youtu.be/kGeq9osBI4M,2017-12-28T07:28:13Z,kGeq9osBI4M
Insane Club 100% [Easy demon],https://youtu.be/kqim9guMJGU,2017-12-27T01:58:36Z,kqim9guMJGU
Ice Cave 100% [Easy demon],https://youtu.be/Ox3dqsj67ec,2017-12-26T23:02:20Z,Ox3dqsj67ec
(Hard Mode) Motion by TamaN + 3 coins [Easy demon],https://youtu.be/V8bO2zJr64U,2017-12-26T05:36:54Z,V8bO2zJr64U
(Solo) Versus Mode by Mitchell [Harder],https://youtu.be/laRiGxDMWjU,2017-12-25T10:49:56Z,laRiGxDMWjU
Power Trip 100% + 3 coins,https://youtu.be/1HZRWcNxPyM,2017-12-24T04:51:12Z,1HZRWcNxPyM
Nock Em 100% + 3 coins,https://youtu.be/Rx6xefFtcwU,2017-12-24T04:22:48Z,Rx6xefFtcwU
Press Start 100% + 3 coins,https://youtu.be/F9rEQT1J0f0,2017-12-22T02:17:57Z,F9rEQT1J0f0
Sky Realm by TheRealDarnoc [Easy demon],https://youtu.be/KKVo0tI-r5I,2017-12-16T13:39:20Z,KKVo0tI-r5I
Thirsty Theressa by DafaIdham,https://youtu.be/xkJ7Z_dmhkY,2017-12-16T06:45:09Z,xkJ7Z_dmhkY
Syobon Action by Sweetdude + 3 coins [Easy demon],https://youtu.be/o2EId6anH2Q,2017-12-15T01:57:30Z,o2EId6anH2Q
Demon Jumper 100% [Easy demon],https://youtu.be/x10bm_Yv8b4,2017-12-10T22:38:54Z,x10bm_Yv8b4
(Rebeat) Crescendo by MasK463 [Easy demon],https://youtu.be/t--0tc4pUtE,2017-12-10T07:05:20Z,t--0tc4pUtE
(Rebeat) The Lighting Road by Timeless Real [Easy demon],https://youtu.be/dxyoX2FupVw,2017-12-09T11:07:28Z,dxyoX2FupVw
XMas Challenge by Andromeda GMD [Hardest Easy level],https://youtu.be/4o0HzyE5NvY,2017-12-06T01:41:30Z,4o0HzyE5NvY
Spark by PotatoBaby + 3 coins [Easy demon],https://youtu.be/Wln7ZWNm3X4,2017-11-30T11:34:04Z,Wln7ZWNm3X4
Random Trigger by Sumsar,https://youtu.be/zK5XmbvhWXI,2017-11-25T13:59:39Z,zK5XmbvhWXI
Metal Crasher by GD Jose + 3 coins [Easy demon],https://youtu.be/c-kW9WtTKVk,2017-11-22T02:21:10Z,c-kW9WtTKVk
When I’m too bored…,https://youtu.be/nEYrS9tPUNY,2017-11-11T08:40:54Z,nEYrS9tPUNY
Traction by Ferdefunky + 3 coins [Medium demon],https://youtu.be/3a3MgDQu9vk,2017-11-07T04:08:11Z,3a3MgDQu9vk
(My first XL demon!) Death Moon by Caustic [Easy demon],https://youtu.be/DmgrU30MzEE,2017-11-05T16:11:04Z,DmgrU30MzEE
DeCode by Rek3dge [Easy demon],https://youtu.be/tWhuaqFQH2M,2017-11-05T05:30:16Z,tWhuaqFQH2M
(On mobile) Cataclysm 75-100% [Extreme demon progress],https://youtu.be/aKDTArkQAlo,2017-11-04T16:08:34Z,aKDTArkQAlo
(On mobile) Bloodbath 93-100% [Extreme demon progress],https://youtu.be/oNLqeV5LLTo,2017-11-04T07:02:57Z,oNLqeV5LLTo
StarQuake by MasK463 [Medium demon],https://youtu.be/3R6LVTSwcPo,2017-11-02T13:03:16Z,3R6LVTSwcPo
Hextec Flow by TheRealDarnoc [Easy demon],https://youtu.be/_obiotMR71w,2017-10-28T10:49:22Z,_obiotMR71w
Super Cycles by Jax [Easy demon],https://youtu.be/eVqQ0EJIU7A,2017-10-23T00:00:01Z,eVqQ0EJIU7A
Extreme Fantasy by lRabb2tl [Medium demon],https://youtu.be/OjIVnQ4xgu8,2017-10-19T22:50:40Z,OjIVnQ4xgu8
Retro Circles by Nacho21 + 3 coins [Easy demon],https://youtu.be/N2qP4bDy3gI,2017-10-15T11:09:44Z,N2qP4bDy3gI
Просто тест,https://youtu.be/WY9Q9EWjX_w,2017-10-07T07:24:57Z,WY9Q9EWjX_w
Airborne Robots 100% + 3 coins,https://youtu.be/JrzoaNAHj60,2017-10-07T05:02:44Z,JrzoaNAHj60
Viking Arena 100% + 3 coins,https://youtu.be/qzCDtkntkbQ,2017-10-07T04:45:03Z,qzCDtkntkbQ
The Seven Seas 100% + 3 coins,https://youtu.be/p2rA_vHb_XA,2017-10-06T14:01:54Z,p2rA_vHb_XA
The Challenge 100%,https://youtu.be/zJAk6QfWlq4,2017-10-06T04:26:27Z,zJAk6QfWlq4
Fingerdash 100% + 3 coins,https://youtu.be/8oizkpsgLV0,2017-10-06T00:55:17Z,8oizkpsgLV0
Deadlocked 100% + 3 coins [Easy demon],https://youtu.be/YU7y9rKC7Uo,2017-10-06T00:18:18Z,YU7y9rKC7Uo
Hungry Humphrey by Krazyman50,https://youtu.be/eztR4IXPGpc,2017-10-01T05:49:42Z,eztR4IXPGpc
Invisible Clubstep 100% [Easy demon],https://youtu.be/ENXCrghWk0A,2017-09-30T12:53:40Z,ENXCrghWk0A
Demon Park 100% [Easy demon],https://youtu.be/8Dtg2d6jIC8,2017-09-24T15:44:12Z,8Dtg2d6jIC8
Speed Racer by ZenthicAlpha + 3 coins [Easy demon],https://youtu.be/bY8AkgiW2DQ,2017-09-22T13:05:52Z,bY8AkgiW2DQ
Speed of Light by TheRealSalad + 3 coins [Easy demon],https://youtu.be/_BFUCX2SdIk,2017-09-22T00:28:55Z,_BFUCX2SdIk
Ultra Paracosm by IlRulaslI + 3 coins [Easy demon],https://youtu.be/miZfviDWI1k,2017-09-19T04:18:43Z,miZfviDWI1k
(Rebeat) The Nightmare by Jax [Easy demon],https://youtu.be/g4JoV0tA5ps,2017-09-06T11:54:02Z,g4JoV0tA5ps
Sidestep by ChaSe97 + 3 coins [Easy demon],https://youtu.be/hGLSIKArpZI,2017-09-04T12:17:11Z,hGLSIKArpZI
yStep by TheRealDarnoc [Easy demon],https://youtu.be/VDObuUTczhc,2017-09-01T02:47:53Z,VDObuUTczhc
ANABAN IS BACK!? || Utopian Delusions 100% + 3 coins [Hacked demon],https://youtu.be/Q1A2qW_mvLo,2017-08-19T15:46:03Z,Q1A2qW_mvLo
Geometrical Dominator 100% + 3 coins,https://youtu.be/zzaXSFzjgdI,2017-08-17T10:43:47Z,zzaXSFzjgdI
Clutterfunk V2 by Neptune [Easy demon],https://youtu.be/EnTZWmNvS88,2017-08-15T07:35:15Z,EnTZWmNvS88
Theory of every V2 by Neptune [Easy demon],https://youtu.be/kOLOYo_IXoY,2017-08-12T15:58:41Z,kOLOYo_IXoY
Theory of everything 2 100% + 3 coins [Easy demon],https://youtu.be/vrOmaxxkCuc,2017-08-10T11:20:35Z,vrOmaxxkCuc
Xstep v2 by Neptune [Easy demon],https://youtu.be/GpRAs1Y7huI,2017-08-09T14:03:00Z,GpRAs1Y7huI
Zenith 100% [Insane],https://youtu.be/LAQlOPMvT5s,2017-08-08T15:31:48Z,LAQlOPMvT5s
Blast Processing 100% + 3 coins,https://youtu.be/MQVFJg5MWtU,2017-07-26T16:48:43Z,MQVFJg5MWtU
Hexagon Force 100% + 3 coins,https://youtu.be/a2HYc7OKjCw,2017-07-26T15:29:17Z,a2HYc7OKjCw
[OLD] Project by me (xVOVANATORx) and others [Easy demon?],https://youtu.be/lEwMDFXMsRc,2017-07-23T11:21:47Z,lEwMDFXMsRc
Crystal Cavern by ZenthicAlpha [Easy demon],https://youtu.be/vacYk4spnj4,2017-07-20T11:12:03Z,vacYk4spnj4
Blue Hell by Lazye +3 coins [Easy demon],https://youtu.be/cEsfOzV2ohw,2017-07-17T11:16:52Z,cEsfOzV2ohw
Problematic by Dhafin + 3 coins [Easy demon],https://youtu.be/CpPaSLtWuxM,2017-07-14T11:30:07Z,CpPaSLtWuxM
Infinite Circles by Startor + 3 coins [Easy demon] (Without ldm),https://youtu.be/C8GcG_wi0Uk,2017-07-14T08:13:33Z,C8GcG_wi0Uk
Electrodynamix 100% + 3 coins,https://youtu.be/pBGI1BIk0PM,2017-07-09T10:14:13Z,pBGI1BIk0PM
Clubstep 100% + 3 coins [Easy demon],https://youtu.be/PoNDMMJUD4U,2017-07-08T13:50:48Z,PoNDMMJUD4U
Ice of Dawn by Experience D [Easy demon],https://youtu.be/9bbRkh0SVvg,2017-07-06T10:40:55Z,9bbRkh0SVvg
Electroman Adventures 100% + 3 coins,https://youtu.be/x62KV35L6Yk,2017-07-02T06:32:46Z,x62KV35L6Yk
Theory of everything 100% + 3 coins,https://youtu.be/fc545Z0FSMc,2017-07-01T08:54:14Z,fc545Z0FSMc
Impact X by NiTro451 + 3 coins [Easy demon],https://youtu.be/wDen3xlqCsQ,2017-07-01T05:59:37Z,wDen3xlqCsQ
Hardest LV1? || If Sonic Wave was L1 100% by Crispy Dash [Insane],https://youtu.be/DcJO27sgbDc,2017-06-25T01:35:31Z,DcJO27sgbDc
XYZ Step 100% [Easy demon],https://youtu.be/J1-IRAkiIGA,2017-06-24T22:55:26Z,J1-IRAkiIGA
I wanna be the bosh 100% [Medium demon] (Secret way),https://youtu.be/96I-YR1pz50,2017-06-19T14:24:29Z,96I-YR1pz50
Shitty Aftermath 100% by TheRealJust1n,https://youtu.be/zyLX6SScEzY,2017-06-15T02:02:41Z,zyLX6SScEzY
Clutterfunk 100% + 3 coins,https://youtu.be/gSwwFCNMjVs,2017-06-14T07:36:37Z,gSwwFCNMjVs
X by Triaxis 100% + 3 coins [Easy demon],https://youtu.be/kUYmBkH31cc,2017-06-09T04:16:44Z,kUYmBkH31cc
Xstep 100% + 3 coins,https://youtu.be/VJqyH11Sw7g,2017-06-07T06:17:08Z,VJqyH11Sw7g
Cycles 100% + 3 coins,https://youtu.be/BHRzOeJMTjM,2017-06-06T07:55:18Z,BHRzOeJMTjM
HARDEST AUTO!?...maybe|| Geometry map 8 auto 100% [Auto],https://youtu.be/I7QaFPQdkvE,2017-05-16T13:39:34Z,I7QaFPQdkvE
Flappy Weird 100% [Cancer demon] (Secret way),https://youtu.be/kI_ThqOfnIA,2017-05-14T01:01:46Z,kI_ThqOfnIA
Promptness Star by Experience D [Easy demon],https://youtu.be/yBzIP7u3R54,2017-05-04T03:28:59Z,yBzIP7u3R54
Infinite Circles by Startor + 3 coins [Easy demon],https://youtu.be/QieEEfpwIgw,2017-04-30T07:31:26Z,QieEEfpwIgw
Time Machine 100% + 3 coins,https://youtu.be/cgdpCHTD2Eo,2017-04-28T03:12:35Z,cgdpCHTD2Eo
69 machine [Easy demon],https://youtu.be/9iM1DDVhfsI,2017-04-27T15:42:32Z,9iM1DDVhfsI
Relentless 100% + 3 coins [Easy demon],https://youtu.be/ypB03uH0ChY,2017-04-27T14:56:26Z,ypB03uH0ChY
Legend of Andromeda 100% [Medium demon with SECRET WAY],https://youtu.be/1kJOJmT6buY,2017-04-26T12:45:21Z,1kJOJmT6buY
Hahaha Insane Map 100% (Easy demon),https://youtu.be/XKy37eVo1JA,2017-04-25T11:18:43Z,XKy37eVo1JA
Jumper 100% (3 coins),https://youtu.be/95eDsVl-UlQ,2017-04-21T01:45:59Z,95eDsVl-UlQ
Can't Let Go 100% (3 coins),https://youtu.be/NitwFNxrRBw,2017-04-21T01:25:51Z,NitwFNxrRBw
Base After Base 100% (3 coins),https://youtu.be/0Oz3jvPMa5I,2017-04-20T03:52:04Z,0Oz3jvPMa5I
Dry Out 100% (3 coins),https://youtu.be/9dna7Aw-UGY,2017-04-20T03:08:16Z,9dna7Aw-UGY
Polargeist 100% (3 coins),https://youtu.be/EWSEWm-ynDI,2017-04-20T02:16:53Z,EWSEWm-ynDI
Back on track 100% (3 coins),https://youtu.be/228wroEj6Rs,2017-04-20T00:56:41Z,228wroEj6Rs
Stereo Madness 100% (3 coins),https://youtu.be/XIJFWt3ivew,2017-04-13T01:15:22Z,XIJFWt3ivew
